dose_group,dose_group_label,endpoint,dose_var,contrast,n_strata,total_cases,total_pyr,incidence_rate_per_100k_py,mean_count,var_count,var_mean_ratio,zero_strata,zero_pct,mean_dose,median_dose,min_dose,max_dose
0,0-0.2 Gy,solid,cola02w10,0_0p20_vs_0p20_0p50,4242,4424,712938.3277999996,620.5305322343482,1.0429042904290418,6.224520494964166,5.968448449285266,2830,0.6671381423856672,0.06519083922677983,0.049240000000000006,0,0.19914
1,0.2-0.5 Gy,solid,cola02w10,0_0p20_vs_0p20_0p50,997,338,48078.672139999944,703.0144239753132,0.3390170511534605,0.5877632898695996,1.7337278106508598,773,0.7753259779338014,0.2967544734202608,0.27515,0.20024,0.48628
