dose_group,dose_group_label,endpoint,dose_var,contrast,n_strata,total_cases,total_pyr,incidence_rate_per_100k_py,mean_count,var_count,var_mean_ratio,zero_strata,zero_pct,mean_dose,median_dose,min_dose,max_dose
0,0-0.2 Gy,stomach,stoa02w10,0_0p20_vs_0p20_0p50,4178,1245,712490.5313199994,174.73916427962126,0.2979894686452851,0.7938719443467666,2.664093962635171,3482,0.8334131163235998,0.06498680469123982,0.04999,0,0.19995
1,0.2-0.5 Gy,stomach,stoa02w10,0_0p20_vs_0p20_0p50,1063,85,48531.00483999997,175.14576564040507,0.07996237064910643,0.08493709839437553,1.0622133599202477,984,0.9256820319849483,0.3003457384760113,0.28224,0.20009,0.49416
