city,sex,un4gy,distcat,agxcat,agecat,dcat,time,subjects,upyr,pyr,gdist,agex,age,year,solid,oralca,lip,tongue,saliv,mouth,pharynx,digestca,esoph,stomach,smallint,colon,rectum,liver,gallbldr,pancr,othdig,respca,nasal,larynx,lung,othres,thymus,skinbone,bone,connect,nmskin,skbasal,sksquam,bowens,breast,femgenca,uterus,utrNOS,cervix,corpus,ovary,othfem,malgenca,prost,testis,othmale,urinca,bladder,kidney,renal,othurin,cnsca,thyroid,othsol,msother,adeno,squam,othepi,othnonepi,histnos,cola02w10,cola02g,cola02n,mara02w10,mara02g,mara02n,braa02w10,brea02w10,liva02w10,liva02g,liva02n,luna02w10,ovaa02w10,pana02w10,skea02w10,skia02w10,stoa02w10,tesa02w10,thya02w10,blaa02w10,utea02w10,trunc02,adjust02,outcome,dose,pyr_used,dose_group,dose_group_label
1,2,1,1,11,18,7,8,0,8.56126,8.29766,1731.352,51.196,95.032,1989.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09181,0.09018,1.6e-4,0.10271,0.09945,3.3e-4,0.111,0.11733,0.09478,0.09237,2.4e-4,0.10323,0.08793,0.08974,0.10214,0.13497,0.10032,-0.1,0.11259,0.09521,0.08737,1,1,0,0.09181,8.29766,0,0-0.1 Gy
1,1,1,1,6,15,3,8,0,279.08761,269.36141,2283.902,28.283,72.292,1989.604,6,0,0,0,0,0,0,4,0,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0.01064,0.01059,1e-5,0.01202,0.01191,1e-5,0.01255,0.01264,0.01129,0.01121,1e-5,0.0119,-0.1,0.01045,0.01161,0.015,0.01088,0.01124,0.01259,0.01068,-0.1,1,1,6,0.01064,269.36141,0,0-0.1 Gy
1,2,1,1,5,14,5,6,0,1.04586,0.96588,1784.761,24.752,65.08,1985.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0.05324,8e-5,0.06293,0.06129,1.6e-4,0.06502,0.06386,0.05911,0.05796,1.2e-4,0.06026,0.05386,0.05404,0.06085,0.07957,0.05372,-0.1,0.06438,0.05337,0.05221,1,1,0,0.054,0.96588,0,0-0.1 Gy
1,2,1,1,4,8,4,3,0,527.73169,471.7077,1977.994,16.385,38.392,1967.604,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.02897,0.0287,3e-5,0.03281,0.03227,5e-5,0.03436,0.03492,0.03075,0.03034,4e-5,0.03249,0.02812,0.02844,0.03185,0.04157,0.02983,-0.1,0.03456,0.02918,0.02815,1,1,2,0.02897,471.7077,0,0-0.1 Gy
1,1,1,1,4,11,7,4,0,0.51061,0.4466,1677.386,19.822,50.113,1975.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09004,0.088,2e-4,0.10658,0.10248,4.1e-4,0.11112,0.11111,0.10057,0.0973,3.3e-4,0.10325,-0.1,0.08902,0.09906,0.13859,0.08523,0.09017,0.1051,0.08707,-0.1,1,1,0,0.09004,0.4466,0,0-0.1 Gy
1,1,1,1,2,6,9,1,0,1.07324,0.87793,1585.749,9.898,25.153,1960.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13938999999999999,0.13533,4.1e-4,0.15872,0.15104,7.7e-4,0.1545,0.15534,0.1389,0.13345,5.5e-4,0.14823,-0.1,0.1392,0.14921,0.18743,0.14376,0.1357,0.14649,0.13405,-0.1,1,1,0,0.13938999999999999,0.87793,1,0.1-0.2 Gy
2,2,1,1,7,18,3,9,0,1.82067,1.68567,2417.611,34.889,85.143,1995.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01064,0.01062,0,0.01199,0.01195,0,0.01235,0.01246,0.01117,0.01114,0,0.01178,0.0104,0.01044,0.01148,0.01463,0.01094,-0.1,0.01256,0.01071,0.01046,1,1,0,0.01064,1.68567,0,0-0.1 Gy
2,1,1,1,15,18,10,1,0,2.436,2.23148,1910,72.041,86.218,1959.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15024,0.14944,8e-5,0.17145,0.17005,1.4e-4,0.17492,0.17168,0.15539,0.15424,1.2e-4,0.16582,-0.1,0.14553,0.16167,0.20272,0.15172,0.15566,0.17761,0.15248,-0.1,1,1,0,0.15024,2.23148,1,0.1-0.2 Gy
1,1,1,1,11,14,2,1,51,272.88159,264.50685,2698.722,52.674,66.824,1959.75,7,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,4,0,3,0,0,0.00267,0.00266,0,0.003,0.00299,0,0.00313,0.00315,0.00282,0.00281,0,0.00297,-0.1,0.00262,0.0029,0.0037,0.00273,0.00282,0.00315,0.00268,-0.1,1,1,7,0.00267,264.50685,0,0-0.1 Gy
1,2,1,1,7,16,2,8,0,482.61396,464.43872,2701.285,33.044,77.073,1989.624,7,0,0,0,0,0,0,5,0,2,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.00253,0.00253,0,0.00285,0.00284,0,0.00297,0.00299,0.00268,0.00268,0,0.00282,0.00247,0.00249,0.00275,0.00352,0.0026,-0.1,0.00299,0.00255,0.00247,1,1,7,0.00253,464.43872,0,0-0.1 Gy
1,2,1,1,1,8,9,4,0,0.85216,0.67771,1565.169,4.791,35.098,1975.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13752,0.13303,4.5e-4,0.15482,0.14608,8.7e-4,0.15349,0.16239,0.1435,0.13683,6.7e-4,0.1473,0.13046,0.12874,0.14552,0.18663,0.13639,-0.1,0.15008,0.13856,0.13053,1,1,0,0.13752,0.67771,1,0.1-0.2 Gy
1,2,1,1,6,15,2,6,0,2.65161,2.56906,2725.136,29.874,70.14,1985.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245,0.00245,0,0.00277,0.00276,0,0.00288,0.0029,0.0026,0.00259,0,0.00274,0.00239,0.00241,0.00267,0.00341,0.00251,-0.1,0.0029,0.00247,0.00239,1,1,0,0.00245,2.56906,0,0-0.1 Gy
2,2,1,1,1,8,10,5,0,55.05133,35.90943,1723.054,3.378,36.888,1979.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16088,0.15914,1.7e-4,0.17787,0.17507,2.8e-4,0.17122,0.17916,0.16362,0.1613,2.3e-4,0.16882,0.15678,0.1554,0.16433,0.19924,0.16433,-0.1,0.17332,0.16254,0.15689,1,1,0,0.16088,35.90943,1,0.1-0.2 Gy
1,1,1,1,6,11,5,2,0,1.61396,1.54301,1889.804,29.833,50.12,1965.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04688,0.04624,6e-5,0.05394,0.05263,1.3e-4,0.05721,0.05812,0.05148,0.0504,1.1e-4,0.05299,-0.1,0.04593,0.05172,0.06968,0.04716,0.04957,0.05739,0.04721,-0.1,1,1,0,0.04688,1.54301,0,0-0.1 Gy
2,2,1,1,3,5,9,1,13,13.5065,10.6442,1738.39,11.121,24.259,1958.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353,0.13417,1.1e-4,0.15363,0.15167,2e-4,0.15313,0.15374,0.14031,0.13876,1.5e-4,0.14495,0.13045,0.13382,0.14271,0.17788,0.13869,-0.1,0.15198,0.13537,0.13526,1,1,0,0.1353,10.6442,1,0.1-0.2 Gy
2,2,1,1,1,10,11,8,0,23.38056,14.86583,1643.215,2.87,46.939,1989.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18642,0.18418,2.2e-4,0.21084,0.20688,4e-4,0.20219,0.19558,0.1897,0.18684,2.9e-4,0.20124,0.18723,0.18494,0.20058,0.23883,0.18787,-0.1,0.19505,0.18199,0.18128,1,1,0,0.18642,14.86583,1,0.1-0.2 Gy
1,2,1,3,13,18,2,4,0,251.02806,240.74846,20000,61.804,89.338,1973.133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,240.74846,0,0-0.1 Gy
2,2,1,1,10,17,8,6,0,6.5065,6.01403,1951.268,46.548,83.381,1982.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.11451,0.114,5e-5,0.13518,0.13413,1.1e-4,0.13355,0.12406,0.11169,0.11105,6e-5,0.13466,0.11822,0.11974,0.13353,0.16049,0.1214,-0.1,0.13433,0.11761,0.12286,1,1,1,0.11451,6.01403,1,0.1-0.2 Gy
1,2,1,1,6,9,5,2,0,326.58111,314.07958,1849.577,26.352,43.38,1962.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04886,0.04824,6e-5,0.05548,0.05424,1.2e-4,0.05801,0.05924,0.05214,0.05119,1e-4,0.05475,0.0473,0.04759,0.05353,0.07044,0.04993,-0.1,0.05848,0.04906,0.04728,1,1,0,0.04886,314.07958,0,0-0.1 Gy
2,1,1,3,5,13,2,8,0,88.42642,74.05447,20000,20.747,64.066,1988.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,74.05447,0,0-0.1 Gy
2,1,1,1,11,16,5,2,0,0.03354,0.0314,1907,54.639,75.017,1965.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04353,0.04329,2e-5,0.04887,0.04846,4e-5,0.0506,0.05441,0.04281,0.04245,4e-5,0.04648,-0.1,0.04133,0.04834,0.05922,0.0525,0.04749,0.05407,0.04728,-0.1,1,1,0,0.04353,0.0314,0,0-0.1 Gy
1,1,1,1,1,11,4,9,0,805.77823,613.43899,2013.189,3.404,51.893,1994.085,4,0,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0.02938,0.02899,4e-5,0.03282,0.03212,7e-5,0.03205,0.03274,0.02992,0.02938,5e-5,0.03085,-0.1,0.02847,0.03073,0.03742,0.02991,0.02985,0.0313,0.02917,-0.1,1,1,4,0.02938,613.43899,0,0-0.1 Gy
1,2,1,1,14,17,8,1,2,14.08077,13.50416,1611.061,67.588,81.579,1959.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11556,0.1131,2.5e-4,0.12961,0.12405,5.6e-4,0.14069,0.14116,0.12497,0.12109,3.9e-4,0.13031,0.11191,0.11767,0.12863,0.17487,0.12379,-0.1,0.14445,0.11882,0.10983,1,1,0,0.11556,13.50416,1,0.1-0.2 Gy
1,1,1,1,8,14,7,4,0,99.70431,96.61248,1707.625,38.233,66.72,1974.083,2,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.09088,0.08914,1.7e-4,0.10406,0.1005,3.6e-4,0.11031,0.11245,0.0968,0.09406,2.7e-4,0.10323,-0.1,0.089,0.10119,0.13657,0.09351,0.09717,0.10969,0.09159,-0.1,1,1,2,0.09088,96.61248,0,0-0.1 Gy
2,2,1,1,4,12,11,5,0,0.22793,0.1839,1644,19.83,55.114,1980.891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19328,0.19175,1.5e-4,0.22063,0.21728,3.3e-4,0.24943,0.22897,0.15941,0.1576,1.8e-4,0.22223,0.18718,0.20362,0.22036,0.27773,0.22946,-0.1,0.23496,0.19954,0.19925,1,1,0,0.19328,0.1839,1,0.1-0.2 Gy
2,1,1,3,1,6,2,3,0,988.89391,690.28751,20000,3.288,26.841,1969.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,690.28751,0,0-0.1 Gy
1,2,1,1,1,10,7,9,0,161.76318,127.1038,1701.634,1.584,48.495,1992.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09021,0.08745,2.8e-4,0.10077,0.09604,4.7e-4,0.09804,0.10246,0.09293,0.08937,3.6e-4,0.09369,0.0874,0.08756,0.09427,0.11491,0.09247,-0.1,0.096,0.09078,0.08883,1,1,0,0.09021,127.1038,0,0-0.1 Gy
1,2,1,1,10,17,9,5,0,100.26626,96.14732,1566.688,48.442,81.833,1978.989,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.13685,0.13374,3.1e-4,0.15792,0.15146,6.5e-4,0.16564,0.16888,0.14384,0.13912,4.7e-4,0.15642,0.13301,0.13459,0.15283,0.20634,0.14182,-0.1,0.16493,0.13705,0.13266,1,1,2,0.13685,96.14732,1,0.1-0.2 Gy
1,2,1,1,10,15,10,4,0,105.14374,100.82443,1561.269,46.41,73.381,1972.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16237,0.15832,4.1e-4,0.18761,0.17897,8.6e-4,0.19774,0.20034,0.17374,0.16737,6.4e-4,0.18374,0.15621,0.16016,0.18027,0.24729,0.16661,-0.1,0.19752,0.16224,0.15614,1,1,0,0.16237,100.82443,1,0.1-0.2 Gy
1,2,1,1,2,6,8,2,0,182.21629,154.0985,1668.14,7.862,26.622,1964.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11247,0.10941,3.1e-4,0.12619,0.1205,5.7e-4,0.12352,0.12912,0.11409,0.10975,4.3e-4,0.11851,0.10832,0.10847,0.11855,0.14913,0.11487,-0.1,0.1218,0.11173,0.10821,1,1,0,0.11247,154.0985,1,0.1-0.2 Gy
2,2,1,1,10,16,10,4,0,14.19028,13.11622,1679.026,49.036,77.084,1973.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16096,0.15979,1.2e-4,0.1875,0.18512,2.4e-4,0.1884,0.17558000000000001,0.16066,0.15897,1.7e-4,0.17649,0.16058,0.16427,0.18505,0.23283,0.15615,-0.1,0.17556,0.15373,0.15291,1,1,0,0.16096,13.11622,1,0.1-0.2 Gy
2,2,1,1,9,14,5,4,0,63.3525,58.66695,2010.481,41.212,68.304,1972.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04917,0.04897,2e-5,0.05652,0.05615,4e-5,0.05899,0.05881,0.05114,0.05086,3e-5,0.05488,0.04814,0.0489,0.05441,0.06925,0.05156,-0.1,0.05956,0.05028,0.04812,1,1,0,0.04917,58.66695,0,0-0.1 Gy
2,1,1,1,7,11,2,3,0,227.09377,208.27451,2827.364,31.533,53.451,1967.523,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0022,0.0022,0,0.00248,0.00248,0,0.00255,0.00257,0.00231,0.00231,0,0.00243,-0.1,0.00216,0.00237,0.00301,0.00227,0.00234,0.00259,0.00222,-0.1,1,1,1,0.0022,208.27451,0,0-0.1 Gy
2,2,1,3,7,18,2,10,0,86.92129,80.476070000000007,20000,33.738,86.042,1997.908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,80.476070000000007,0,0-0.1 Gy
1,2,1,1,3,10,8,4,0,0.10335,0.08521,1549,14.699,45.052,1975.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10887,0.10672,2.2e-4,0.1381,0.13277,5.3e-4,0.13044,0.13665,0.12977,0.12589,3.9e-4,0.11872,0.1117,0.10814,0.12783,0.17045,0.10653,-0.1,0.14748,0.11061,0.10571,1,1,0,0.10887,0.08521,1,0.1-0.2 Gy
1,2,1,1,3,11,10,7,0,89.41068,74.19298,1584.49,12.487,53.758,1986.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0.15865,4.4e-4,0.18772,0.17863,9.1e-4,0.19639,0.2006,0.17271,0.16596,6.8e-4,0.18373,0.15742,0.15955,0.18125,0.24525,0.1682,-0.1,0.19503,0.16275,0.15773,1,1,0,0.163,74.19298,1,0.1-0.2 Gy
2,1,1,1,5,13,2,7,0,60.05065,50.29062,2832.722,21.463,62.8,1986.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224,0.00224,0,0.00253,0.00252,0,0.00259,0.00261,0.00235,0.00235,0,0.00248,-0.1,0.0022,0.00241,0.00306,0.00231,0.00238,0.00264,0.00226,-0.1,1,1,0,0.00224,50.29062,0,0-0.1 Gy
1,2,1,2,1,9,2,5,0,13.76865,10.85107,4487.301,4.855,40.132,1980.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5e-4,1.5e-4,0,1.6e-4,1.6e-4,0,1.6e-4,1.6e-4,1.5e-4,1.5e-4,0,1.5e-4,1.4e-4,1.4e-4,1.5e-4,1.8e-4,1.5e-4,-0.1,1.6e-4,1.5e-4,1.4e-4,1,1,0,1.5e-4,10.85107,0,0-0.1 Gy
1,1,1,1,12,17,8,2,0,0.2026,0.18969,1631,59.8,80.101,1965.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10436,0.10277,1.6e-4,0.10247,0.09928,3.2e-4,0.11056,0.11711,0.11275,0.11023,2.5e-4,0.10967,-0.1,0.10357,0.10089,0.1378,0.1146,0.11706,0.12763,0.10693,-0.1,1,1,0,0.10436,0.18969,1,0.1-0.2 Gy
2,1,1,1,6,10,2,3,0,165.69747,152.48475,2837.443,26.772,48.585,1967.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225,0.00225,0,0.00254,0.00253,0,0.0026,0.00262,0.00236,0.00236,0,0.00248,-0.1,0.00221,0.00242,0.00307,0.00231,0.00238,0.00265,0.00226,-0.1,1,1,0,0.00225,152.48475,0,0-0.1 Gy
1,2,1,1,2,10,3,8,0,443.27584,355.9638,2300.302,5.767,49.086,1988.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01074,0.01067,1e-5,0.01191,0.01178,1e-5,0.01163,0.0119,0.01083,0.01073,1e-5,0.01126,0.01041,0.0104,0.01116,0.01359,0.01092,-0.1,0.01146,0.01061,0.01041,1,1,0,0.01074,355.9638,0,0-0.1 Gy
2,1,1,1,1,7,3,3,0,3.94661,2.51581,2404.928,4.858,30.128,1970.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01267,0.01264,0,0.01399,0.01393,1e-5,0.01355,0.01386,0.01287,0.01282,0,0.01327,-0.1,0.01229,0.01308,0.0158,0.01281,0.0128,0.01373,0.01254,-0.1,1,1,0,0.01267,2.51581,0,0-0.1 Gy
1,1,1,1,2,7,6,2,0,2.28747,1.82088,1783.094,9.934,30.17,1965.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07063,0.06916,1.5e-4,0.07841,0.07568,2.7e-4,0.07694,0.07999,0.07205,0.06989,2.2e-4,0.07502,-0.1,0.06704,0.07347,0.09192,0.06972,0.07024,0.07592,0.06923,-0.1,1,1,0,0.07063,1.82088,0,0-0.1 Gy
1,1,1,1,5,16,10,10,0,3.48186,3.18225,1481.094,22.803,75.604,1998.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16161,0.15745,4.2e-4,0.19057,0.18096,9.6e-4,0.20056,0.19457,0.17041,0.16349,6.9e-4,0.18796,-0.1,0.16209,0.18052,0.24835,0.16496,0.16416,0.18767,0.15785,-0.1,1,1,0,0.16161,3.18225,1,0.1-0.2 Gy
2,1,1,1,7,18,4,10,0,4.21013,3.85484,2183.079,34.18,85.784,1997.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.02556,0.0255,1e-5,0.02878,0.02867,1e-5,0.02965,0.02991,0.02681,0.02672,1e-5,0.02826,-0.1,0.02506,0.02754,0.03517,0.02628,0.02708,0.03019,0.02567,-0.1,1,1,1,0.02556,3.85484,0,0-0.1 Gy
2,2,1,2,1,4,2,2,0,1176.29021,987.26035,4820.904,1.706,18.553,1962.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9e-4,2.9e-4,0,3.2e-4,3.2e-4,0,3.1e-4,3.1e-4,2.9e-4,2.9e-4,0,3e-4,2.8e-4,2.8e-4,3e-4,3.5e-4,2.9e-4,-0.1,3e-4,2.9e-4,2.8e-4,1,1,0,2.9e-4,987.26035,0,0-0.1 Gy
1,1,1,1,13,18,10,3,0,1.43395,1.3637,1497,61.03,85.717,1970.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17408,0.16973,4.3e-4,0.19886,0.18984,9e-4,0.21086,0.21704,0.18601,0.17917,6.8e-4,0.19711,-0.1,0.17021,0.19414,0.26446,0.17965,0.18746,0.21149,0.17473,-0.1,1,1,0,0.17408,1.3637,1,0.1-0.2 Gy
