dose_group,dose_group_label,endpoint,dose_var,contrast,n_strata,total_cases,total_pyr,incidence_rate_per_100k_py,mean_count,var_count,var_mean_ratio,zero_strata,zero_pct,mean_dose,median_dose,min_dose,max_dose
0,0-0.1 Gy,solid,cola02w10,0_0p10_vs_0p10_0p20,2962,4119,669047.7284299985,615.6511448989943,1.3906144496961521,8.343484998885728,5.999854956712675,1768,0.5968939905469277,0.029429807562457798,0.01102,0,0.09854
1,0.1-0.2 Gy,solid,cola02w10,0_0p10_vs_0p10_0p20,1280,305,43890.599369999945,694.9096261566964,0.23828125,0.3958750732994527,1.6613773567977033,1062,0.8296875,0.1479441015625,0.14221,0.10109,0.19914
