endpoint,contrast,sex,city,agxcat,agecat,agex,age,year,pyr,dose,dose_level,pihat,cate,cate_lo,cate_hi,logRR,rr
solid,control_vs_moderate,2,2,2,8,9.87,35.134,1970.868,0.43631,0.11252,moderate,0.4595053304601125,19.448666477079062,-6.3256427845348755,58.296338421157344,0.20065970001541064,1.2340232783071752
solid,control_vs_moderate,1,1,10,17,48.299,81.676,1978.976,40.18911,0.22117,moderate,0.41012334652275406,624.9993716412675,-151.5586438853928,1720.1869691984937,0.18007674883901278,1.2054695486075837
solid,control_vs_moderate,2,2,2,9,9.981,40.189,1975.813,0.25882,0.04081,control,0.4579732675827494,28.66897425352985,-8.695361151306553,87.2050621188804,0.2007898123435401,1.2341367083448205
solid,control_vs_moderate,2,1,3,9,14.893,40.149,1970.853,1.56886,0.06959,control,0.475399198094247,26.31776048602756,-8.089678682376586,83.61118687445072,0.20509344622363804,1.240301378676417
solid,control_vs_moderate,2,2,9,17,44.888,80.143,1980.862,1.29068,0.00254,control,0.40141040441544934,321.46914697034595,-180.6411021339468,1152.1371577321854,0.1543232649143251,1.1774329578614307
solid,control_vs_moderate,2,1,7,12,34.869,55.137,1965.864,16.37715,0,control,0.44471737683878315,124.90997159304332,-39.753452539232015,397.2364464328444,0.2105760466089013,1.2473605700422967
solid,control_vs_moderate,1,2,4,8,16.269,38.334,1967.67,25.29226,0.14371,moderate,0.44020269417136176,14.563383095122832,-8.8433962640732,49.348680876179444,0.14521212264775776,1.1652441120053638
solid,control_vs_moderate,1,1,14,18,68.622,86.691,1963.668,20.14501,0.04977,control,0.3827552057652341,372.5879041225463,-78.96799931346668,1021.1528227706716,0.17974539382823826,1.205139627993367
solid,control_vs_moderate,1,1,2,11,6.681,53.543,1992.46,41.93776,0.26969,moderate,0.4726644212519794,167.96512504940983,-97.04357811236238,533.8227689702228,0.14135380479266968,1.1601895557545097
solid,control_vs_moderate,1,1,6,9,26.75,43.576,1962.422,39.60517,0.16263,moderate,0.44868622726822954,12.739710481528766,-13.669018834093807,53.56539243944784,0.12300509470024663,1.143530311475701
