endpoint,contrast,sex,city,agxcat,agecat,agex,age,year,pyr,dose,dose_level,pihat,cate,cate_lo,cate_hi,logRR,rr
solid,control_vs_moderate,1,2,7,13,31.558,63.477,1977.524,15.16659,0.27219,moderate,0.41338616290858166,-21.496971544556484,-312.8863811419916,293.80191089552284,-0.033049891196828884,0.9792276179701292
solid,control_vs_moderate,1,2,7,15,30.806,74.101,1988.9,5.39652,0.05457,control,0.4115228089236394,272.1937949341478,-373.8537494649837,1155.0483816553126,0.10328044743914654,1.119750815246738
solid,control_vs_moderate,1,1,1,6,1.665,28.535,1972.467,186.46478,0.39404,moderate,0.486254917258804,5.29324668652391,-3.0816580869550063,17.025770480488685,0.14147768691541088,1.1603164783390805
solid,control_vs_moderate,1,1,9,11,40.869,54.135,1958.862,434.99881,0,control,0.4272032473169349,-22.74123865299207,-121.14956553973397,75.625387402436,-0.07964854698578303,0.9339363991224402
solid,control_vs_moderate,1,1,9,13,43.159,61.747,1964.186,192.76877,0.06836,control,0.4221543139119199,-62.78054971876253,-322.6293654366228,188.29630320447248,-0.07985875515562016,0.9337215640236318
solid,control_vs_moderate,1,1,4,11,19.865,50.134,1975.867,4.11762,0,control,0.45603226504320926,46.46432269306969,-26.276916355685575,164.77226865702113,0.15140192074935632,1.1736120608315181
solid,control_vs_moderate,2,2,12,17,56.356,83.241,1972.493,127.44325,2.5e-4,control,0.38593064637416485,297.7880519993532,-202.14158005003486,981.6610636017477,0.1525854613652203,1.1756328412233366
solid,control_vs_moderate,2,2,8,15,39.799,70.097,1975.904,0.93082,0.02787,control,0.4106579015532673,26.48151765635836,-207.4745741647524,317.38135947786145,0.024527971393858664,1.0401891291129923
solid,control_vs_moderate,2,2,1,4,1.561,18.48,1962.523,474.58536,0.01054,control,0.475158317039648,6.542597232302816,-1.7710361128980041,20.718288157310823,0.20078190092604045,1.2343767956497536
solid,control_vs_moderate,2,2,3,6,12.718,26.797,1959.684,32.58584,0.22769,moderate,0.4579999063367722,12.114157935789175,-3.47223615344068,36.39430073202226,0.20114575966629228,1.2345837807666027
solid,control_vs_moderate,2,2,2,6,8.234,26.816,1964.187,865.68715,0.0024,control,0.46396395521776046,11.36928353588252,-2.972846808213006,35.1184257656945,0.20106411735641272,1.234567277898931
solid,control_vs_moderate,1,1,9,17,41.736,83.05,1986.911,265.70459,0,control,0.4182871291124529,406.4371124175476,-203.82033838856637,1189.289399789669,0.14964451451880986,1.1696180353089087
solid,control_vs_moderate,1,1,11,18,52.125,95.871,1989.346,3.28073,0.08234,control,0.401405895100067,411.8086134742292,-95.55905591316925,1118.7736752075855,0.1802507513378799,1.2057888510935175
solid,control_vs_moderate,2,2,3,9,13.279,41.833,1974.158,489.29302,0.01042,control,0.4531410968190673,44.218293115974404,-13.71325942693884,125.54990077927427,0.2013131681783683,1.2347334307474085
solid,control_vs_moderate,2,2,7,16,31.248,78.314,1992.671,30.70958,0.11457,moderate,0.4195803249708425,162.29517931518618,-262.14370828657167,704.5161900195997,0.09254475915428308,1.1067512845693914
solid,control_vs_moderate,2,2,5,12,24.699,55.048,1975.954,0.08223,0.08641,control,0.43444275785270775,162.80470436918068,2.0758715780367583,480.401811824456,0.3411169829563179,1.427442626228712
solid,control_vs_moderate,1,2,5,12,23.263,56.826,1979.168,162.94855,4e-4,control,0.4259958324521194,94.45750017527332,-65.22818774472,319.20442249366187,0.15140192074935632,1.1736120608315181
solid,control_vs_moderate,2,2,14,17,68.397,82.292,1959.504,2.79007,0.15139,moderate,0.3710033863957062,132.66549944790052,-87.54475918027869,448.24292844609175,0.15244415172074782,1.1755028553333913
solid,control_vs_moderate,2,1,1,9,4.865,40.137,1980.868,3.65514,0.0028,control,0.4888160701994664,28.93075174732327,-9.411260702831802,85.24573825352746,0.2014651298172829,1.235104074530262
solid,control_vs_moderate,1,2,11,18,50.257,85.327,1980.678,0.61198,0.42234,moderate,0.38360678645758794,570.6560967948698,-96.52599165564965,1728.8202906702456,0.18024172322910265,1.205678803898749
solid,control_vs_moderate,2,1,11,18,54.351,106.231,1997.478,2.9534,2.1e-4,control,0.4054586472201442,445.4813584730613,-318.74880939219867,1711.5178808291116,0.15138861906910658,1.174747924728093
solid,control_vs_moderate,2,2,4,8,15.97,38.184,1967.82,27.2936,0.18799,moderate,0.4505670438103862,37.1593824992863,-5.025900938080552,99.26328190036136,0.23491957313654926,1.2780801405863842
solid,control_vs_moderate,1,1,1,8,1.563,38.485,1982.518,126.39459,0.09035,control,0.4836502343441359,17.617321046898176,-9.911581427897127,53.27214733889023,0.14150517942557125,1.1603907943676457
solid,control_vs_moderate,1,2,5,11,24.889,50.144,1970.858,1.655,0.00154,control,0.4256678674947807,38.12045975837594,-30.191481037826435,152.6458352848617,0.13923943873836925,1.161129336827435
solid,control_vs_moderate,1,1,2,5,6.016,23.201,1962.781,106.87339,0.13862,moderate,0.48190242848435605,3.0133253700759557,-1.7579906564630763,10.115173227802545,0.14123725445206148,1.160058502967493
solid,control_vs_moderate,2,1,6,12,26.483,58.436,1977.549,561.9521,0.00264,control,0.45493564499508515,131.06829713781664,0.16129654817807557,320.40487621109185,0.3248753731143414,1.4038970540029967
solid,control_vs_moderate,1,1,2,5,6.312,23.36,1962.644,195.75369,0.39031,moderate,0.48146271129917684,2.9428511093930583,-1.7993048864323153,10.377444238200406,0.14123725445206148,1.160058502967493
solid,control_vs_moderate,1,2,14,17,66.418,83.292,1962.481,20.17294,0,control,0.363869801447915,280.13166732117287,-58.39050455033323,771.0280050120679,0.18039045420351182,1.2058731463251424
solid,control_vs_moderate,1,2,2,12,9.774,55.086,1990.916,0.23885,0.1309,moderate,0.44422833491841185,101.66173942922757,-54.35445357594154,341.06859730690877,0.14135380479266968,1.1601895557545097
solid,control_vs_moderate,1,2,7,11,31.966,53.682,1967.321,73.58509,0.00979,control,0.41547751139358047,-7.788566823969279,-84.17271557908367,78.23019313953496,-0.03899276248292601,0.9726608063715333
solid,control_vs_moderate,1,1,1,6,3.335,26.868,1969.13,317.65148,0.38865,moderate,0.4844792989211439,4.992409796089307,-2.8937834746391093,15.510281920454638,0.14149587012798315,1.1603226421146973
solid,control_vs_moderate,2,1,10,15,49.885,70.144,1965.858,2.3101,0.00224,control,0.4209095125707802,65.96807616993728,-136.13699590027676,376.5003344229926,0.09748347077578731,1.1175121125485952
solid,control_vs_moderate,1,1,4,12,19.867,55.136,1980.868,1.08616,0.02926,control,0.4546613291895899,99.61620346851696,-60.13642333060392,348.16264721431673,0.15140192074935632,1.1736120608315181
solid,control_vs_moderate,1,2,6,9,28.436,42.389,1959.559,21.11878,0.43465,moderate,0.42311514168952713,1.6260075153060327,-31.898848146973332,39.23081831029319,0.005100559152837967,1.0167533302819232
solid,control_vs_moderate,1,2,10,17,47.214,83.805,1982.198,4.28644,0.04717,control,0.3878674818117467,642.8579589600122,-109.90485460267699,1828.8089408472729,0.1801221890075552,1.2055128688875614
solid,control_vs_moderate,1,2,1,5,4.888,20.144,1960.861,0.2327,0.16152,moderate,0.46025874772790315,2.944810651924799,-1.665729564761459,11.506610664760565,0.14148464928691107,1.1603801041001307
solid,control_vs_moderate,2,1,2,4,5.872,19.139,1958.864,128.04063,0.02808,control,0.49325593816992397,7.35304440223309,-2.0242918323758867,23.163745355962543,0.2008478928702052,1.2344141680407064
solid,control_vs_moderate,2,2,3,6,12.761,26.867,1959.711,39.01616,0.13712,moderate,0.4579235531927427,12.114157935789175,-3.47223615344068,36.39430073202226,0.20114575966629228,1.2345837807666027
solid,control_vs_moderate,1,1,8,15,36.486,73.279,1982.39,15.53801,0.18213,moderate,0.427782550545337,256.1028835405871,-401.89015472049,1024.7884530594731,0.09897033308940734,1.1136464649193947
solid,control_vs_moderate,1,2,12,15,56.449,73.353,1962.512,4.44483,0.0936,control,0.37889656296849356,131.20932608735248,-215.92547799629523,543.9623040799161,0.08860681220992876,1.1005669013108381
solid,control_vs_moderate,1,1,2,11,9.898,50.152,1985.849,0.83621,0.13938999999999999,moderate,0.46930197682006963,69.57115937303443,-39.69588208337749,252.39777880074723,0.14135380479266968,1.1601895557545097
solid,control_vs_moderate,2,2,10,15,46.538,73.44,1972.511,40.9303,0.05054,control,0.40106281789710235,104.20837886715002,-235.5520468586098,533.7834538396412,0.0811454168332603,1.0955446556168056
solid,control_vs_moderate,1,2,9,17,44.859,80.116,1980.865,0.96942,0.00209,control,0.3918365400325958,668.7713775592104,-96.20170925006214,2094.622036135918,0.18007674883901278,1.2054695486075837
solid,control_vs_moderate,2,2,4,7,16.43,33.414,1962.589,139.27014,0.02799,control,0.4512594845033686,21.687575640719583,-2.856810119085554,62.42551581882182,0.23472086417118473,1.2778350466078656
solid,control_vs_moderate,2,1,14,17,67.113,81.306,1959.792,17.72897,0.13758,moderate,0.3956428051600507,180.1585086863855,-126.59115978590982,565.8201873957951,0.15280944931549464,1.1759116719606206
solid,control_vs_moderate,2,2,4,14,16.692,68.343,1997.255,542.28894,0.0022,control,0.44139241158277814,123.98775542465559,-146.81773576868483,452.3628505387357,0.13807878901897414,1.1655866889554012
solid,control_vs_moderate,2,2,5,16,23.405,75.832,1998.032,11.25209,0.39086,moderate,0.430517779146911,204.28263082089296,-224.32921892836146,821.4912488173386,0.13854668950423146,1.1656695462344402
solid,control_vs_moderate,1,2,11,18,51.539,92.862,1986.931,6.55432,0.00176,control,0.3800239631439397,542.4991217746533,-113.94760135281047,1534.4692756269285,0.18033497745151816,1.2058348389936886
solid,control_vs_moderate,2,1,10,17,48.01,81.605,1979.194,70.50195,0.11244,moderate,0.42027694743475535,224.31416144212267,-156.4210124657283,703.1673709861695,0.1543232649143251,1.1774329578614307
solid,control_vs_moderate,1,1,12,18,55.06,98.374,1988.914,1.70722,0.48628,moderate,0.39697244226380557,515.7693815973266,-110.51657816197209,1620.0585145553162,0.18062028033636165,1.2063508402320555
solid,control_vs_moderate,1,2,4,6,16.048,29.223,1958.78,5.0304,0.16056,moderate,0.44297268655151895,5.408276605782433,-3.11277413265276,18.493721761274394,0.14527956587756122,1.1652978437430526
solid,control_vs_moderate,1,2,4,9,19.879,40.138,1965.864,1.61694,0.00208,control,0.43495315618175207,17.601889910139413,-10.923411420546817,61.13104796377255,0.15149306791831446,1.1737063649613877
solid,control_vs_moderate,2,2,10,15,49.685,70.04,1965.961,0.15081,0.05634,control,0.39791769392983584,58.5349711105481,-107.88029509651425,311.06514260664966,0.09751751821099737,1.1175567378844897
solid,control_vs_moderate,2,2,8,10,35.903,49.148,1958.85,218.44289,3.3e-4,control,0.4213420411915705,83.14895996043703,-30.959554849070063,235.26448904821103,0.21038003497187874,1.247123459293359
solid,control_vs_moderate,2,1,3,8,13.114,36.76,1969.242,171.58588,0.16372,moderate,0.47870950750182895,21.311205049950665,-6.850878095190327,61.932600694664146,0.20113181305949765,1.2345544419788275
solid,control_vs_moderate,2,1,6,10,28.223,46.809,1964.183,168.32733,0.13797,moderate,0.4558041953424036,64.12684471238543,-30.114743236844458,182.23651352724204,0.22814875062578646,1.2741966763335322
solid,control_vs_moderate,2,2,11,14,51.615,68.505,1962.498,20.59288,0.38612,moderate,0.39584785741032635,55.14671487576752,-89.62416311328036,257.1223309793825,0.10116623878196894,1.1213603879233451
solid,control_vs_moderate,1,2,13,17,64.602,82,1963.007,3.66416,0.24581,moderate,0.36645561937718857,282.94527184915694,-58.16705329705393,751.1702686200997,0.18034501403496941,1.2058298260451648
solid,control_vs_moderate,2,1,3,14,13.716,66.08,1997.96,54.969,0.27945,moderate,0.4698420906209295,98.68768948011308,-455.04843811082077,761.3279531490637,0.04978811815654785,1.0705856372400036
solid,control_vs_moderate,1,2,3,8,11.719,38.555,1972.441,650.67873,0.00237,control,0.4461580689038996,14.93860632088567,-8.058938580652956,53.15326336251512,0.141582726917326,1.160480716058131
solid,control_vs_moderate,1,2,12,17,56.917,83.547,1972.238,12.20043,0.01065,control,0.37566587512575084,401.34569170586536,-85.52185080701351,1068.578091337141,0.18005657431738972,1.2054291858725439
solid,control_vs_moderate,1,1,14,18,66.61,88.617,1967.607,11.8886,0.00199,control,0.38480209421355777,454.27521988233644,-80.76724697224472,1245.5394181584747,0.18054241139608962,1.2060850966421197
solid,control_vs_moderate,1,2,15,18,71.926,86.161,1959.843,2.12614,0.36598,moderate,0.3563408903448866,243.28876729238883,-42.59602079188627,712.9896728081,0.18061890600646452,1.2062509480605117
solid,control_vs_moderate,1,2,1,10,4.071,45.754,1987.288,25.76591,0.04845,control,0.45433479726330017,54.83543229195734,-28.509292862278805,183.57600567900624,0.14152336263814352,1.1603969581432625
solid,control_vs_moderate,2,1,6,16,26.525,78.233,1997.304,38.76276,0.22581,moderate,0.44947090785148447,298.692045094676,-280.7063814794618,1067.4509962766415,0.16981410848080827,1.2051585501767448
solid,control_vs_moderate,2,2,9,18,42.22,89.894,1993.278,90.35752,0.01018,control,0.4022610446096917,299.6083706617986,-579.4138303345698,1458.0289141998771,0.07930008532742099,1.09351564432233
solid,control_vs_moderate,1,2,7,14,31.598,68.484,1982.491,240.75662,0,control,0.4119956609805238,161.93387354752574,-203.9234472255068,632.794261728204,0.11404096961350209,1.1322116380023182
solid,control_vs_moderate,2,1,9,16,41.526,78.434,1982.505,874.95903,1.4e-4,control,0.42962037635518624,42.10945603215803,-291.0114953878863,442.5328214074409,0.025243011215704624,1.0373511814610756
solid,control_vs_moderate,2,2,5,9,21.526,43.455,1967.534,726.4457,0.00222,control,0.44177517783827186,94.57568726159263,-14.49549586065663,267.6674609865574,0.2637847984742403,1.318060820758883
solid,control_vs_moderate,2,1,4,8,16.423,38.411,1967.586,111.00257,0.16201,moderate,0.473833198623185,35.88077618298907,-4.365635540437555,94.8886998126725,0.23495728569375723,1.2781479690237008
solid,control_vs_moderate,1,2,1,9,1.902,43.201,1986.903,206.58378,0.01093,control,0.45791614465152475,37.93970209056676,-20.150943974171064,124.7404641036728,0.14150517942557125,1.1603907943676457
solid,control_vs_moderate,2,1,14,17,67.445,81.444,1959.599,26.46479,0.06724,control,0.39518119096443666,169.20307767275796,-116.07494191824902,531.3761545573651,0.15259292245424502,1.1756595053941905
solid,control_vs_moderate,1,2,3,9,11.553,43.475,1977.526,15.70059,0.16148,moderate,0.44503717095264544,25.582481985131263,-16.017217589167373,86.41193118045398,0.141582726917326,1.160480716058131
solid,control_vs_moderate,2,2,5,15,21.45,73.181,1997.335,51.64899,0.04861,control,0.4338056506376004,134.2661141953035,-167.3898646954675,567.9842740631004,0.12744052883217602,1.1519093248744499
solid,control_vs_moderate,2,1,11,16,53.037,76.667,1969.23,76.01963,0.16294,moderate,0.4150510930020794,197.86352961075247,-140.30643576081934,645.788182493854,0.14911536799346747,1.1731799346233514
solid,control_vs_moderate,1,2,11,15,54.833,70.114,1960.89,1.10001,1e-4,control,0.3817790461986033,134.24664649762062,-167.15564978024986,587.7941924805251,0.1024814552197963,1.118774397346518
solid,control_vs_moderate,1,1,1,3,0.936,14.171,1958.832,81.20902,0.04883,control,0.49118960434061226,2.6908067746126494,-2.422076876055985,10.911668615901112,0.13841197791112364,1.1615166931478966
solid,control_vs_moderate,1,2,3,6,13.197,27.245,1959.653,37.02103,0.27102,moderate,0.4472841746912988,4.440893352872933,-2.3687143827932546,15.524977569049213,0.14147833931466658,1.1603224833140569
solid,control_vs_moderate,2,2,7,10,31.302,48.35,1962.653,42.62896,0.11384,moderate,0.42757892586198937,60.48732637186778,-19.69713802903172,164.82682116763073,0.21048168764733716,1.2472478887628367
solid,control_vs_moderate,2,1,2,11,9.135,50.804,1987.266,147.04518,0.01096,control,0.4801639718676477,71.47767051458003,-20.853018069420017,209.26595906126593,0.20138833796440944,1.234970271078692
solid,control_vs_moderate,2,2,8,17,38.109,82.085,1989.58,76.01894,0.03021,control,0.409649508068628,219.27794247693706,-294.013534463939,921.0549902766543,0.10330888879478403,1.1192874672668942
solid,control_vs_moderate,1,2,14,17,66.126,81.918,1961.398,0.72481,0.23718,moderate,0.36458300600915083,271.09315696599066,-50.24281842755214,810.3408513217855,0.18034501403496941,1.2058298260451648
solid,control_vs_moderate,1,1,2,13,8.535,60.961,1998.022,50.29237,0.11193,moderate,0.46815157262184043,239.54694193307284,-143.04850933109492,741.0248782146468,0.14135380479266968,1.1601895557545097
solid,control_vs_moderate,1,1,1,11,3.257,51.82,1994.159,1632.27051,1.4e-4,control,0.47771315588487745,113.46800743753141,-63.61388616189939,344.45626744104555,0.14143221546918539,1.1602762637066941
solid,control_vs_moderate,1,2,7,16,33.771,75.508,1987.341,11.03808,0.01166,control,0.40730660602652247,316.26323378816295,-404.6859137012792,1325.0529373320437,0.09897033308940734,1.1136464649193947
solid,control_vs_moderate,2,2,6,10,26.144,48.271,1967.732,25.56291,0.09222,control,0.434377190722636,122.37031903363508,0.158402802820954,325.2281516264194,0.3248591087615062,1.4037814123616699
solid,control_vs_moderate,1,2,3,9,12.872,41.634,1974.367,20.18665,0.11198,moderate,0.44379370089801734,24.87075756036859,-13.77863773590823,83.83225057457821,0.14150583182482693,1.1603967993426223
solid,control_vs_moderate,1,1,4,12,16.697,58.033,1986.933,205.94979,0.02897,control,0.458082156478011,176.3216731346418,-86.93037720640677,523.7814997322308,0.1629994585665943,1.1870928914233307
solid,control_vs_moderate,2,2,1,10,1.706,48.548,1992.447,711.28628,3e-4,control,0.46670186909605976,91.03516381717839,-23.501246314219628,270.61804070949887,0.2016228724410314,1.2353138360982576
solid,control_vs_moderate,1,1,3,14,13.782,66.075,1997.888,95.08889,0.11124,moderate,0.4597575940386495,835.9881230245078,-106.9647525105793,2102.9947187317366,0.2535657938551938,1.3036385637345163
solid,control_vs_moderate,1,2,3,8,14.894,35.146,1965.856,4.30037,5.1e-4,control,0.44288626181194296,9.818084878003674,-5.4703881528093365,36.23718436672496,0.14511343521920106,1.1650430620974535
solid,control_vs_moderate,2,1,3,13,13.328,61.867,1994.134,130.48761,0.2802,moderate,0.4715177138750207,16.39987574614639,-243.58336708346926,326.6867442971491,0.010082629884832744,1.0242215908738619
solid,control_vs_moderate,1,2,13,18,60.134,86.652,1972.127,2.05905,0.06026,control,0.37083278454325574,328.0106392025479,-58.56804485601542,998.7052671919092,0.18053866875868044,1.2060528214298307
solid,control_vs_moderate,2,1,2,10,9.878,45.143,1980.862,5.04832,0.01202,control,0.48072892310057286,47.50960474525126,-13.53113277236205,158.24644757415584,0.20078824583598526,1.2341350565381048
solid,control_vs_moderate,2,2,7,16,34.29,75.883,1987.198,4.27247,0.16581,moderate,0.4162679264848888,119.25603781459877,-256.83503631717787,595.6130120451238,0.07341664777228038,1.0859185252063226
solid,control_vs_moderate,1,1,10,18,47.788,86.468,1984.28,119.15944,0.01089,control,0.4095071320126055,428.1646962043245,-87.57924250715675,1188.8346776949236,0.18024172322910265,1.205678803898749
solid,control_vs_moderate,2,1,2,12,7.889,56.638,1994.346,303.66352,0.02911,control,0.48022407869339717,118.15162853958778,-35.789852949317925,322.9062673683332,0.20140949038477618,1.2349879936110373
solid,control_vs_moderate,1,1,10,18,47.002,90.771,1989.367,119.58312,8e-5,control,0.409377760211264,506.24769858757804,-108.23036632741227,1371.2887875820843,0.1802235229457701,1.2056717656051055
solid,control_vs_moderate,1,1,3,11,12.611,53.835,1986.82,166.99915,0.07007,control,0.4646728950866218,125.85151728208653,-70.13768541157751,401.1886998066705,0.14149157974836787,1.1603600216215626
solid,control_vs_moderate,1,2,10,18,47.049,88.445,1987.003,3.64378,0.16562,moderate,0.3868627374752925,627.6364841775093,-137.96580021421624,1830.508958645002,0.180198910038614,1.20561496350286
solid,control_vs_moderate,1,1,5,9,24.93,40.169,1960.835,4.78345,1e-4,control,0.45203011145794536,10.105636500750832,-8.384766070686172,40.99677093942261,0.1393305859073274,1.161225328395987
solid,control_vs_moderate,2,1,3,11,13.64,52.017,1983.975,507.16491,0.00238,control,0.4738090400210977,71.43172189634826,-18.548611607792942,205.40725298372232,0.20163835396231827,1.2352102874775772
solid,control_vs_moderate,2,1,9,18,42.625,94.435,1997.407,18.93127,0.16284,moderate,0.42386254954100816,303.8623299587955,-412.1138759769161,1248.409588778438,0.111607300242602,1.129692696563662
solid,control_vs_moderate,1,2,3,11,14.823,50.11,1980.894,1.39942,0.00951,control,0.438911446196268,54.73895224995411,-35.3594291331239,201.42661894747164,0.14488911861847484,1.1647973477491658
solid,control_vs_moderate,1,1,6,16,26.955,78.479,1997.12,12.77882,0.16186,moderate,0.4389126914587763,1001.4144217835118,-32.30713213030834,2484.4902361510135,0.261202122293201,1.3126375915603132
solid,control_vs_moderate,2,2,10,15,49.704,70.05,1965.952,0.0933,0.10429,moderate,0.3978906637678223,58.61427698830841,-108.05700025262907,310.3623901591163,0.09751751821099737,1.1175567378844897
solid,control_vs_moderate,1,1,7,12,34.836,55.121,1965.881,1.0413,0.00299,control,0.4348632756968605,-13.312239226019514,-155.14492878886196,137.13744095837453,-0.03899276248292601,0.9726608063715333
solid,control_vs_moderate,1,1,6,13,26.656,63.531,1982.472,31.13733,0.21615,moderate,0.443372324054304,181.46421679124387,-200.4249251907511,672.0328615822062,0.12885681881738562,1.1512120764432374
solid,control_vs_moderate,2,1,12,16,59.856,75.129,1960.875,0.61444,0.00379,control,0.4066189743718672,77.4440637699834,-171.37395748262816,426.6843510202465,0.07958417108613701,1.0942824969494296
solid,control_vs_moderate,2,1,4,15,19.92,70.162,1995.84,2.26819,0.06711,control,0.46045293981167074,169.22337036886896,-311.48304557402327,957.0368067366613,0.1227091693118432,1.150995696895035
solid,control_vs_moderate,1,1,3,7,13.479,31.942,1964.06,237.1671,0.37967,moderate,0.46952604624239636,7.264871353355435,-3.87403626526324,23.910234489428902,0.141639001256595,1.160505096695214
solid,control_vs_moderate,1,2,9,17,43.064,81.637,1984.179,71.21551,0.0085,control,0.393730098650854,574.8271620424563,-280.5358963022697,1747.1435952008103,0.14959907435026745,1.169572798359579
solid,control_vs_moderate,1,2,14,18,67.997,85.71,1963.322,1.30102,0.26656,moderate,0.36129823955398144,299.78251388152677,-58.031715912711874,843.32492775736,0.17971198452049633,1.2050951662088882
solid,control_vs_moderate,1,1,2,8,9.934,35.17,1970.832,0.51205,0.21012,moderate,0.4733715391299739,10.753448865063525,-5.874464557275968,39.33940420362469,0.1415781213933959,1.1604185475436697
solid,control_vs_moderate,2,2,7,18,33.732,86.104,1997.976,5.16664,0.16857,moderate,0.4142564057452196,333.1646158713132,-214.60519911074033,1026.8763656210542,0.146626566725974,1.1676525811202316
solid,control_vs_moderate,2,1,11,17,54.914,80.158,1970.844,0.60766,0.26026,moderate,0.41167879113108663,203.15261037619027,-140.6992122443646,749.7552156749305,0.15246033570986103,1.1754657346340645
solid,control_vs_moderate,1,2,5,11,20.446,52.921,1978.08,3.45535,0.17404,moderate,0.43074615673413813,56.36022962566171,-35.42254556576537,203.7568538162224,0.15140192074935632,1.1736120608315181
solid,control_vs_moderate,2,1,6,10,28.098,46.751,1964.25,748.92249,0.00261,control,0.4559861873431801,64.12684471238543,-30.114743236844458,182.23651352724204,0.22814875062578646,1.2741966763335322
solid,control_vs_moderate,1,2,4,9,16.412,43.404,1972.598,12.86398,0.08857,control,0.438636464399881,26.088064143333845,-15.430935938365598,86.1408968911435,0.14521212264775776,1.1652441120053638
solid,control_vs_moderate,1,2,5,16,24.222,76.335,1997.716,29.57857,0.00224,control,0.419491020076984,1066.1174777241542,17.10563480773463,2875.6687874511827,0.2775319209517509,1.3340247558146685
solid,control_vs_moderate,2,1,4,9,19.842,40.124,1965.878,3.39671,0.00262,control,0.46879808187663896,49.57100141946799,-11.452869917097694,159.21053779178774,0.24077307428553607,1.2893233942365827
solid,control_vs_moderate,2,1,14,18,69.822,85.113,1960.891,0.21728,0.02256,control,0.3911772285839619,184.47032119801204,-134.95422681774903,686.5441983048474,0.15257731201183564,1.175720915714302
solid,control_vs_moderate,2,1,5,12,24.858,55.132,1975.87,4.07359,0.00307,control,0.45799983109768927,143.15672159365653,1.8203145868299262,400.81909842847307,0.3411169829563179,1.427442626228712
solid,control_vs_moderate,2,1,12,16,59.866,75.134,1960.87,1.94193,1.2e-4,control,0.40660471692432315,77.4440637699834,-171.37395748262816,426.6843510202465,0.07958417108613701,1.0942824969494296
solid,control_vs_moderate,1,2,11,16,51.569,78.384,1972.424,123.7503,0,control,0.3837554785445238,248.64252047390832,-147.38959099378266,809.9611929814239,0.1260647521915527,1.1418767131548855
solid,control_vs_moderate,2,1,5,15,22.707,71.534,1994.423,107.80774,0.13769,moderate,0.45637015503592215,183.13470753779725,-248.2406722838737,675.251295930854,0.12744052883217602,1.1519093248744499
solid,control_vs_moderate,2,1,7,16,31.718,78.548,1992.427,74.58958,0.22337,moderate,0.442510794801615,120.18523338548573,-198.31059423239373,503.46396866766827,0.09254475915428308,1.1067512845693914
solid,control_vs_moderate,2,1,12,15,56.56,73.393,1962.433,111.25298,0.05023,control,0.4113501708582459,92.86765181992877,-209.68978890358875,426.6432813125283,0.07938409455860299,1.0940482055067475
solid,control_vs_moderate,1,2,5,15,22.86,71.404,1994.149,22.01841,0.02666,control,0.422595586041102,1078.804041346217,82.18879716345346,2698.2299308862766,0.30352823110126326,1.3702927406727252
solid,control_vs_moderate,1,2,9,15,43.209,71.742,1974.138,54.06848,0.0272,control,0.396152495113818,94.25220815187066,-252.58317840760043,536.3323189338935,0.0581947524113489,1.0677924621355184
solid,control_vs_moderate,2,2,10,13,47.722,64.007,1961.892,4.53212,0.15653,moderate,0.4020387079602653,12.078326443324155,-187.12092907093577,264.2684032134828,0.009071143986941949,1.0295410897573354
solid,control_vs_moderate,2,2,3,8,12.927,36.662,1969.34,33.38632,0.22866,moderate,0.45502244471614434,25.42349262018367,-8.297039939491587,76.95631188986106,0.20118305585023885,1.2346200007097632
solid,control_vs_moderate,2,1,7,16,31.574,78.49,1992.512,69.66788,0.13481,moderate,0.4427169113649768,122.5895814108668,-197.0751124043368,492.2529229391993,0.09254475915428308,1.1067512845693914
solid,control_vs_moderate,1,1,7,15,31.705,73.001,1986.893,137.9863,0.01055,control,0.43413926866280483,224.67882335490282,-311.7186474450579,872.8853083439708,0.09904512454014396,1.1137285123371334
solid,control_vs_moderate,2,2,6,12,26.388,55.846,1975.063,8.82115,0.27346,moderate,0.43200473401137424,154.53980477713085,0.09317907629258804,433.5458988162491,0.3248753731143414,1.4038970540029967
solid,control_vs_moderate,1,1,1,10,4.203,45.826,1987.22,31.58692,0.2761,moderate,0.478098142897598,34.80994154465088,-20.375807259499123,108.62525611992699,0.14152336263814352,1.1603969581432625
solid,control_vs_moderate,2,2,5,15,23.232,71.808,1994.18,27.08869,0.2268,moderate,0.43183368232584834,203.0504748677781,-188.06670734431427,700.6712052881184,0.15060215291902515,1.1788872112640423
solid,control_vs_moderate,2,2,2,11,9.192,50.795,1987.207,3.12099,0.27984,moderate,0.45611928774933286,101.30804503180849,-26.85351935836335,303.85953856620137,0.20138833796440944,1.234970271078692
solid,control_vs_moderate,1,1,9,15,43.153,71.741,1974.185,173.91345,0.04855,control,0.41947547226345294,114.42429862871145,-292.6890703408625,615.2514045507968,0.0581947524113489,1.0677924621355184
solid,control_vs_moderate,1,1,4,10,17.818,46.599,1974.378,68.83657,0.18436,moderate,0.4597223984333012,44.92059889609529,-28.699137890776935,148.36674000645488,0.15156868297111248,1.1738243877453618
solid,control_vs_moderate,1,2,1,6,1.133,28.265,1972.737,17.72933,0.13705,moderate,0.46303246661799075,5.916238927008082,-3.2368569079667133,20.260008734188894,0.14147768691541088,1.1603164783390805
solid,control_vs_moderate,2,2,10,14,48.204,66.766,1964.17,663.95458,0.0023,control,0.4006870643656288,33.00101384113113,-114.78686495183887,217.69955740319875,0.05261947306688775,1.0672192380012773
