sex,err_pyw,err_unw,ear_pyw,cases,pyr,label,sexlab
2,1.1393685251834635,1.1203376532559446,62.05542493742057,233,414764.86712,breast,female
1,1.7306879978278755,1.69934222683503,19.99704759954648,27,280377.33052,thyroid,male
2,1.735158048196364,1.7119741353200173,30.71648335047454,74,411696.88157,thyroid,female
