endpoint,contrast,method,excess_rate_100k,excess_lo,excess_hi,rr,rr_lo,rr_hi,kappa
solid,control_vs_moderate,CountBCF (NB),88.8149663254927,27.739133239953226,157.8948497615818,1.143030440658604,1.0455955692518766,1.2572562372696139,114.08861062742666
solid,control_vs_high,CountBCF (NB),348.95515458593053,244.06426707338167,465.9019993163089,1.5601837652567994,1.385908488928399,1.753528160859946,134.50104033613437
stomach,control_vs_moderate,CountBCF (NB),6.450553249650911,-23.841799804073865,39.039991120106215,1.0371744638306573,0.8691668692557026,1.2226820478354576,17.20870366351779
stomach,control_vs_high,CountBCF (NB),65.86819993416883,15.613917502937404,118.4026067173393,1.3676619957912755,1.0861314629290302,1.6735820440354132,16.954282018473286
