sex,err_pyw,err_unw,ear_pyw,cases,pyr,label,sexlab
1,0.9150491228729201,0.723281764679926,396.7073954754514,2137,285566.4019,solid_full,male
2,0.8323825136121767,0.7182616050576356,307.0381497477488,2340,420452.441,solid_full,female
1,0.5717195196526618,0.4994715506840149,318.65686565666437,2109,285566.4019,solid_excl_breast_thy,male
2,0.5280841515886793,0.4929855425554699,201.6148615819353,2031,420452.441,solid_excl_breast_thy,female
