label,err_male_pyw,err_female_pyw,ratio_fm_pyw,err_male_unw,err_female_unw,ratio_fm_unw
solid_full,0.9150491228729201,0.8323825136121767,0.9096588290241726,0.723281764679926,0.7182616050576356,0.9930591923266419
solid_excl_breast_thy,0.5717195196526618,0.5280841515886793,0.9236769664773866,0.4994715506840149,0.4929855425554699,0.9870142591311506
