city, sex, un4gy, distcat, agxcat, agecat, dcat, time, subjects, upyr, pyr, gdist, agex, age, year, solid, oralca, lip, tongue, saliv, mouth, pharynx, digestca, esoph, stomach, smallint, colon, rectum, liver, gallbldr, pancr, othdig, respca, nasal, larynx, lung, othres, thymus, skinbone, bone, connect, nmskin, skbasal, sksquam, bowens, breast, femgenca, uterus, utrNOS, cervix, corpus, ovary, othfem, malgenca, prost, testis, othmale, urinca, bladder, kidney, renal, othurin, cnsca, thyroid, othsol, msother, adeno, squam, othepi, othnonepi, histnos, cola02w10, cola02g, cola02n, mara02w10, mara02g, mara02n, braa02w10, brea02w10, liva02w10, liva02g, liva02n, luna02w10, ovaa02w10, pana02w10, skea02w10, skia02w10, stoa02w10, tesa02w10, thya02w10, blaa02w10, utea02w10, trunc02, adjust02
1,1,1,1,12,15,5,1,24,118.56331,110.95629,1856.959,57.656,71.714,1959.658,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0.0,0,0.0486,0.04798,6e-05,0.05562,0.05433,0.00013,0.05797,0.05812,0.05161,0.05065,0.0001,0.05467,-0.1,0.04782,0.05369,0.07055,0.04961,0.05086,0.05799,0.04841,-0.1,1.0,1.0
1,1,1,1,13,17,4,2,0,62.52977,59.46644,2029.317,63.267,81.719,1964.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.02835,0.0281,3e-05,0.0324,0.03186,5e-05,0.03375,0.03425,0.03011,0.02971,4e-05,0.03212,-0.1,0.02798,0.03137,0.04088,0.02939,0.03029,0.03427,0.02843,-0.1,1.0,1.0
1,2,1,1,5,16,12,9,0,0.52704,0.48673,1431.695,24.858,75.132,1995.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.22445,0.21817,0.00063,0.26012,0.24734,0.00128,0.28075,0.29014,0.24976,0.23956,0.00102,0.25828,0.21234,0.21767,0.24668,0.3498,0.22273,-0.1,0.28262,0.22892,0.21578,1.0,1.0
1,2,1,1,9,14,4,4,0,335.24162,321.69784,1988.551,41.524,68.449,1972.522,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0.02847,0.0282,3e-05,0.03221,0.03166,6e-05,0.03378,0.03411,0.03003,0.02962,4e-05,0.03193,0.02761,0.02795,0.03129,0.04087,0.02927,-0.1,0.03397,0.02853,0.02776,1.0,1.0
2,1,1,1,7,13,17,5,0,8.20808,7.55463,1325.947,31.925,63.661,1977.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.05389,1.04059,0.00133,1.27279,1.24143,0.00314,1.24836,1.21609,1.16624,1.14668,0.00196,1.3064,-0.09491,1.04767,1.29061,1.56895,1.04121,1.09427,1.16663,1.10941,-0.09491,1.0,0.949
1,2,1,1,6,14,20,8,0,1.34565,1.30376,890.0,26.249,69.327,1988.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.92507,1.76782,0.01572,2.08958,1.77902,0.03106,2.51865,2.88598,2.07169,1.81745,0.02542,2.14117,1.72347,1.7206,2.1969,3.43388,2.01733,-0.08616,2.46667,2.00989,1.79794,1.0,0.862
2,2,1,1,2,6,7,2,0,61.02327,46.1281,1874.288,8.205,26.8,1964.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0,0.09275,0.09202,7e-05,0.10162,0.10038,0.00012,0.09909,0.09954,0.09282,0.09183,0.0001,0.09579,0.08911,0.08955,0.0963,0.11633,0.09226,-0.1,0.09831,0.09131,0.08798,1.0,1.0
2,1,1,1,3,11,2,5,0,7.23614,4.84119,2858.336,14.854,50.126,1980.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.00189,0.00189,0.0,0.00213,0.00213,0.0,0.00219,0.00221,0.00199,0.00198,0.0,0.00209,-0.1,0.00186,0.00204,0.00259,0.00195,0.00201,0.00223,0.00191,-0.1,1.0,1.0
2,2,1,1,10,14,2,1,0,3.69268,3.47905,2687.869,49.892,65.144,1960.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.00251,0.00251,0.0,0.00283,0.00282,0.0,0.00291,0.00294,0.00263,0.00263,0.0,0.00278,0.00245,0.00246,0.00271,0.00345,0.00258,-0.1,0.00296,0.00252,0.00247,1.0,1.0
2,1,1,1,2,12,3,9,0,526.47981,331.02419,2484.782,8.271,56.817,1994.15,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,0,0.01024,0.01021,0.0,0.0113,0.01126,0.0,0.01095,0.0112,0.0104,0.01036,0.0,0.01072,-0.1,0.00994,0.01057,0.01277,0.01036,0.01035,0.0111,0.01014,-0.1,1.0,1.0
1,1,1,2,14,18,2,4,0,23.46612,22.31651,4451.976,67.189,94.293,1972.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.00018,0.00018,0.0,0.0002,0.0002,0.0,0.00021,0.00021,0.00019,0.00019,0.0,0.0002,-0.1,0.00017,0.00019,0.00024,0.00018,0.00019,0.00021,0.00018,-0.1,1.0,1.0
1,1,1,2,4,8,2,3,0,1428.70089,1250.58471,4353.961,16.389,38.393,1967.601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0.00013,0.00013,0.0,0.00014,0.00014,0.0,0.00015,0.00015,0.00013,0.00013,0.0,0.00014,-0.1,0.00012,0.00014,0.00017,0.00013,0.00013,0.00015,0.00013,-0.1,1.0,1.0
2,2,1,1,4,14,2,9,0,1028.89185,834.12263,2802.612,18.156,66.758,1994.207,4,0,0,0,0,0,0,4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,0,0.0022,0.0022,0.0,0.00248,0.00248,0.0,0.00255,0.00257,0.00231,0.00231,0.0,0.00244,0.00216,0.00216,0.00237,0.00301,0.00227,-0.1,0.0026,0.00222,0.00217,1.0,1.0
2,2,1,1,6,8,3,1,80,99.48528,93.33709,2456.754,25.819,39.109,1958.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.00995,0.00993,0.0,0.01124,0.0112,0.0,0.01158,0.01167,0.01039,0.01037,0.0,0.01103,0.0097,0.0098,0.01077,0.01371,0.01027,-0.1,0.01176,0.01003,0.00977,1.0,1.0
2,2,1,1,2,6,13,3,0,39.04723,27.5607,1573.066,6.416,28.407,1967.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.28134,0.27776,0.00036,0.3089,0.30284,0.00061,0.30448,0.31293,0.27455,0.26978,0.00048,0.29006,0.26894,0.2723,0.28949,0.3568,0.28941,-0.1,0.30166,0.27824,0.26996,1.0,1.0
1,2,1,1,3,11,17,7,0,9.31485,7.72946,1161.464,12.022,53.352,1986.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.09382,1.01959,0.00742,1.32429,1.16395,0.01603,1.37659,1.40652,1.15427,1.03871,0.01156,1.2309,1.04637,1.07129,1.27981,1.8402,1.1042,-0.09184,1.29076,1.06904,1.04075,1.0,0.918
1,2,1,1,1,10,6,7,0,53.61259,42.12556,1771.633,3.986,45.706,1987.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.06897,0.06752,0.00015,0.07732,0.07466,0.00027,0.07582,0.07828,0.06917,0.06712,0.00021,0.07262,0.06657,0.06641,0.07242,0.09017,0.07099,-0.1,0.07411,0.06827,0.06685,1.0,1.0
1,2,1,1,7,15,4,8,0,103.25873,99.37,1968.086,30.958,74.176,1988.815,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.02866,0.02839,3e-05,0.03249,0.03193,6e-05,0.03389,0.03407,0.03043,0.03,4e-05,0.0317,0.02772,0.02804,0.03137,0.04096,0.02886,-0.1,0.03389,0.02858,0.02773,1.0,1.0
2,2,1,1,1,5,18,2,0,4.72621,3.96671,1111.0,4.874,22.637,1963.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.25972,1.22379,0.00359,1.4096,1.33868,0.00709,1.34214,1.57809,1.26485,1.21404,0.00508,1.36294,1.2857,1.22805,1.24441,1.67297,1.32745,-0.09464,1.47992,1.32142,1.16483,1.0,0.946
1,2,1,1,11,18,17,7,0,0.65161,0.63155,950.0,52.591,93.32,1986.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.21402,1.13662,0.00774,1.53083,1.35624,0.01746,1.57113,1.5093,1.36772,1.24427,0.01235,1.53902,1.24117,1.24874,1.54217,2.18075,1.23711,-0.09023,1.39553,1.13699,1.15487,1.0,0.902
2,2,1,1,10,17,14,4,0,0.20534,0.1898,1432.0,49.811,80.103,1975.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.321,0.3173,0.00037,0.35454,0.34654,0.0008,0.36002,0.39451,0.35131,0.3457,0.00056,0.34553,0.31196,0.33361,0.33504,0.44444,0.36487,-0.1,0.40569,0.33253,0.34497,1.0,1.0
2,1,1,1,3,12,18,8,0,25.94524,17.46504,1223.487,14.0,57.938,1989.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.31426,1.28835,0.00259,1.45606,1.40816,0.00479,1.50352,1.66626,1.44344,1.40346,0.004,1.46051,-0.09335,1.23823,1.44543,1.91145,1.32265,1.43568,1.51912,1.36662,-0.09335,1.0,0.934
2,2,1,1,5,7,3,1,105,129.74333,114.15466,2475.469,20.903,34.151,1958.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.00966,0.00964,0.0,0.01088,0.01085,0.0,0.01119,0.01129,0.01013,0.01011,0.0,0.01068,0.00944,0.00948,0.01041,0.01324,0.00993,-0.1,0.01139,0.00972,0.0095,1.0,1.0
2,2,1,1,7,11,15,2,0,28.85626,26.84383,1356.209,33.194,51.796,1964.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.61116,0.60272,0.00084,0.70609,0.68898,0.00171,0.71288,0.72361,0.68154,0.66878,0.00128,0.67746,0.59723,0.62,0.69039,0.89009,0.62608,-0.09912,0.72912,0.61385,0.60995,1.0,0.991
2,2,1,2,6,10,2,3,0,727.2334,678.05789,4694.727,26.466,48.431,1967.57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0.0,0,0.00032,0.00032,0.0,0.00036,0.00036,0.0,0.00037,0.00037,0.00034,0.00034,0.0,0.00035,0.00032,0.00032,0.00035,0.00044,0.00033,-0.1,0.00038,0.00032,0.00032,1.0,1.0
1,2,1,1,2,7,15,2,0,0.29158,0.23966,1184.507,9.844,30.125,1965.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.56008,0.51125,0.00488,0.60357,0.53037,0.00732,0.60897,0.75132,0.56966,0.50112,0.00685,0.58496,0.51436,0.51005,0.57818,0.80728,0.61963,-0.09832,0.61018,0.5984,0.53352,1.0,0.983
2,1,1,1,1,12,3,9,0,3.70705,2.22341,2411.489,4.86,55.129,1995.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.01231,0.01228,0.0,0.01358,0.01353,1e-05,0.01316,0.01346,0.0125,0.01246,0.0,0.01289,-0.1,0.01194,0.01271,0.01535,0.01244,0.01243,0.01334,0.01218,-0.1,1.0,1.0
1,2,1,1,3,11,5,7,0,134.28816,111.43232,1886.775,12.105,53.371,1986.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.04869,0.04803,7e-05,0.05507,0.05377,0.00013,0.05636,0.05732,0.0509,0.04991,0.0001,0.05371,0.04725,0.04764,0.05281,0.06808,0.04997,-0.1,0.0559,0.04869,0.04728,1.0,1.0
2,2,1,1,10,18,15,6,0,15.63381,14.45049,1385.34,48.823,86.972,1983.756,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.67623,0.66593,0.00103,0.76718,0.74841,0.00188,0.79717,0.84526,0.7355,0.71909,0.00164,0.77059,0.64951,0.63993,0.74174,0.98905,0.67484,-0.09845,0.80414,0.68539,0.66555,1.0,0.984
2,2,1,1,15,18,8,1,1,0.79398,0.73825,1824.0,81.58,94.374,1958.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.12059,0.11946,0.00011,0.13478,0.1323,0.00025,0.14657,0.14235,0.12843,0.12678,0.00016,0.13246,0.11713,0.11744,0.13038,0.17709,0.12303,-0.1,0.14769,0.11588,0.11555,1.0,1.0
1,1,1,2,13,18,2,3,0,64.33539,61.1836,4589.082,62.386,86.072,1969.285,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,5e-05,5e-05,0.0,5e-05,5e-05,0.0,5e-05,5e-05,5e-05,5e-05,0.0,5e-05,-0.1,5e-05,5e-05,6e-05,5e-05,5e-05,5e-05,5e-05,-0.1,1.0,1.0
2,1,1,1,11,17,2,5,0,46.1848,43.24006,2801.697,51.802,83.422,1977.228,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0.0,0,0.00234,0.00233,0.0,0.00263,0.00263,0.0,0.0027,0.00273,0.00245,0.00245,0.0,0.00258,-0.1,0.00229,0.00252,0.0032,0.0024,0.00248,0.00275,0.00235,-0.1,1.0,1.0
1,2,1,1,2,10,15,5,0,0.02327,0.01865,1228.794,9.612,45.01,1980.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.55593,0.52238,0.00336,0.67237,0.60812,0.00642,0.6613,0.62694,0.58603,0.5387,0.00473,0.62554,0.59212,0.58899,0.65894,0.81622,0.6136,-0.09778,0.57754,0.53562,0.5444,1.0,0.978
1,1,1,1,2,9,1,4,0,0.24367,0.18967,1277.944,9.72,40.063,1975.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,1.0
1,1,0,1,1,11,22,9,0,4.5989,3.50115,901.0,4.995,52.701,1993.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2.99641,2.65211,0.03443,3.57345,2.90373,0.06697,3.63614,4.04747,2.98309,2.52057,0.04625,3.32802,-0.07958,3.041,3.41513,4.75721,3.36596,3.40249,3.41959,2.87456,-0.07958,0.969,0.821
1,1,1,1,2,8,6,3,0,2.28268,1.79003,1783.091,9.934,35.17,1970.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.07063,0.06916,0.00015,0.07841,0.07568,0.00027,0.07694,0.07999,0.07205,0.06989,0.00022,0.07502,-0.1,0.06704,0.07347,0.09192,0.06972,0.07024,0.07592,0.06923,-0.1,1.0,1.0
1,1,1,1,5,9,10,2,0,26.26968,23.73176,1518.053,22.87,41.638,1964.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.16311,0.15903,0.00041,0.19034,0.18152,0.00088,0.19944,0.20069,0.17597,0.16935,0.00066,0.18793,-0.1,0.16073,0.18278,0.24967,0.16446,0.17095,0.19448,0.16335,-0.1,1.0,1.0
1,1,1,1,8,13,5,3,0,233.29363,225.94022,1863.059,38.255,61.81,1969.152,3,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0.0,0,0.04746,0.04688,6e-05,0.05361,0.0524,0.00012,0.0566,0.05697,0.04982,0.04892,9e-05,0.05322,-0.1,0.04673,0.05238,0.06861,0.04907,0.05019,0.05682,0.0478,-0.1,1.0,1.0
2,1,0,1,2,12,22,10,0,2.77344,1.7438,936.609,7.4,58.44,1996.646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,2.79582,2.68832,0.01075,3.1022,2.89729,0.02049,3.19614,3.46491,2.95496,2.78974,0.01652,2.98889,-0.04832,2.57253,2.96965,3.89099,2.69846,2.85181,3.00826,2.83817,-0.04832,0.559,0.864
1,1,1,1,6,10,8,2,0,81.72005,77.92906,1648.502,28.234,46.815,1964.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.11245,0.11016,0.00023,0.12815,0.12334,0.00048,0.13405,0.13789,0.12108,0.11753,0.00036,0.12792,-0.1,0.10954,0.12453,0.1666,0.11712,0.12062,0.13565,0.11387,-0.1,1.0,1.0
2,2,1,1,14,17,13,2,0,3.48939,3.24447,1635.291,67.236,83.816,1962.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.28577,0.2836,0.00022,0.34257,0.33767,0.00049,0.34408,0.28987,0.31137,0.30794,0.00034,0.3278,0.30914,0.29105,0.3032,0.39443,0.25981,-0.1,0.30327,0.27332,0.27487,1.0,1.0
2,2,1,1,4,10,15,3,0,0.77823,0.62814,1396.424,19.881,45.139,1970.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.58035,0.57356,0.00068,0.6999,0.68555,0.00144,0.69982,0.62541,0.57317,0.5647,0.00085,0.68364,0.58842,0.58521,0.66089,0.84111,0.61575,-0.09931,0.65437,0.56594,0.57856,1.0,0.993
2,1,1,1,2,12,2,10,0,698.21492,439.00265,2789.773,6.526,58.194,1997.272,5,0,0,0,0,0,0,4,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0.0,0,0.00239,0.00239,0.0,0.00264,0.00264,0.0,0.00256,0.00261,0.00243,0.00243,0.0,0.00251,-0.1,0.00232,0.00247,0.00298,0.00242,0.00242,0.00259,0.00237,-0.1,1.0,1.0
1,1,1,2,1,10,2,8,0,1752.67077,1334.30831,4456.15,3.023,47.084,1989.657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0.00014,0.00014,0.0,0.00016,0.00016,0.0,0.00015,0.00016,0.00014,0.00014,0.0,0.00015,-0.1,0.00014,0.00015,0.00018,0.00015,0.00014,0.00015,0.00014,-0.1,1.0,1.0
2,2,1,1,5,9,22,3,0,3.10815,2.66474,1139.0,21.493,43.446,1967.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2.59976,2.53793,0.00618,2.75459,2.67275,0.00818,2.68408,3.39697,2.75802,2.67362,0.00844,2.8294,2.48528,2.36878,2.6085,3.47687,2.74212,-0.08709,3.126,2.60454,2.61472,1.0,0.871
1,2,1,1,5,12,14,6,0,301.88912,278.44742,1329.344,21.423,58.413,1982.587,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.38569,0.37114,0.00146,0.45322,0.42186,0.00314,0.4795,0.4908,0.41954,0.39626,0.00233,0.44442,0.3729,0.37863,0.44224,0.61896,0.39999,-0.09942,0.47937,0.38662,0.37423,1.0,0.994
1,1,1,1,3,8,10,4,0,65.15264,52.27587,1588.798,12.23,38.818,1972.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.16272,0.15821,0.00045,0.1819,0.17308,0.00088,0.18954,0.2015,0.1724,0.16564,0.00068,0.17901,-0.1,0.15727,0.17639,0.2368,0.16802,0.17507,0.1917,0.16345,-0.1,1.0,1.0
2,1,1,2,14,17,2,1,9,52.78303,48.35136,5105.858,67.431,81.545,1959.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.00024,0.00024,0.0,0.00027,0.00027,0.0,0.00028,0.00028,0.00025,0.00025,0.0,0.00026,-0.1,0.00024,0.00026,0.00033,0.00025,0.00025,0.00028,0.00024,-0.1,1.0,1.0
2,2,1,1,10,18,7,8,0,6.00137,5.54713,1929.5,46.363,90.257,1989.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.08771,0.08736,4e-05,0.08898,0.08838,6e-05,0.09797,0.10317,0.09504,0.09452,5e-05,0.0917,0.0791,0.08047,0.08742,0.11339,0.08532,-0.1,0.10623,0.08699,0.08068,1.0,1.0
