city, sex, un4gy, distcat, agxcat, agecat, dcat, time, subjects, upyr, pyr, gdist, agex, age, year, solid, oralca, lip, tongue, saliv, mouth, pharynx, digestca, esoph, stomach, smallint, colon, rectum, liver, gallbldr, pancr, othdig, respca, nasal, larynx, lung, othres, thymus, skinbone, bone, connect, nmskin, skbasal, sksquam, bowens, breast, femgenca, uterus, utrNOS, cervix, corpus, ovary, othfem, malgenca, prost, testis, othmale, urinca, bladder, kidney, renal, othurin, cnsca, thyroid, othsol, msother, adeno, squam, othepi, othnonepi, histnos, cola02w10, cola02g, cola02n, mara02w10, mara02g, mara02n, braa02w10, brea02w10, liva02w10, liva02g, liva02n, luna02w10, ovaa02w10, pana02w10, skea02w10, skia02w10, stoa02w10, tesa02w10, thya02w10, blaa02w10, utea02w10, trunc02, adjust02
2,1,1,1,11,18,3,5,0,18.26762,17.10288,2538.52,52.786,86.389,1979.212,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.00885,0.00884,0.0,0.00997,0.00995,0.0,0.01025,0.01034,0.00929,0.00927,0.0,0.00978,-0.1,0.00869,0.00953,0.01212,0.0091,0.00939,0.01043,0.00891,-0.1,1.0,1.0
1,1,1,1,2,5,4,2,0,440.89117,360.65779,2027.15,6.406,23.407,1962.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0285,0.02816,3e-05,0.03177,0.03114,6e-05,0.03107,0.03185,0.02897,0.02849,5e-05,0.03003,-0.1,0.0277,0.02988,0.03661,0.02899,0.02891,0.03059,0.02822,-0.1,1.0,1.0
2,1,1,1,2,9,4,5,0,267.59959,168.36027,2191.629,8.178,41.778,1979.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.02874,0.02864,1e-05,0.03181,0.03163,2e-05,0.03083,0.03146,0.02916,0.02901,1e-05,0.03013,-0.1,0.02794,0.02976,0.03604,0.02909,0.029,0.03112,0.02839,-0.1,1.0,1.0
2,1,1,1,3,12,16,6,0,0.24983,0.16817,1384.0,14.852,55.125,1985.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.97195,0.958,0.00139,0.9482,0.93066,0.00175,1.01179,1.28005,1.01299,0.99228,0.00207,1.01922,-0.09665,0.85386,0.94537,1.25884,1.02978,1.18192,1.12937,0.9874,-0.09665,1.0,0.966
1,1,1,1,4,8,19,3,0,27.75907,24.29835,1007.705,17.532,38.969,1967.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.62629,1.52315,0.01031,1.91276,1.67569,0.02371,2.08251,2.25299,1.72529,1.55284,0.01724,1.89173,-0.08728,1.57958,1.92893,2.89424,1.76911,1.79495,2.08672,1.63342,-0.08728,1.0,0.873
1,2,1,1,5,12,3,4,0,6.01643,5.52831,2279.894,24.879,55.143,1975.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.01064,0.01059,1e-05,0.012,0.0119,1e-05,0.01255,0.01267,0.01129,0.0112,1e-05,0.01189,0.01035,0.01045,0.01161,0.015,0.01091,-0.1,0.01262,0.0107,0.01036,1.0,1.0
2,1,1,1,8,15,15,4,0,0.1629,0.15232,1606.0,39.767,70.081,1975.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.50232,0.49729,0.0005,0.51569,0.50766,0.0008,0.57157,0.64957,0.53161,0.52256,0.00091,0.5517,-0.1,0.45394,0.49833,0.68399,0.47214,0.58795,0.60671,0.53077,-0.1,1.0,1.0
2,1,1,1,2,11,13,8,0,26.00821,16.35266,1623.944,7.562,51.745,1989.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.27278,0.26945,0.00033,0.29534,0.2899,0.00054,0.28266,0.30815,0.27057,0.26625,0.00043,0.28158,-0.1,0.26504,0.27754,0.33843,0.2782,0.28009,0.2901,0.27392,-0.1,1.0,1.0
1,2,1,3,13,18,2,5,0,95.78645,91.86399,20000.0,61.726,94.201,1978.074,2,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2,2,1,1,10,12,5,1,21,23.65777,22.35233,1984.877,46.001,59.192,1958.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.05179,0.05157,2e-05,0.05951,0.0591,4e-05,0.06049,0.05949,0.05545,0.05512,3e-05,0.05718,0.04973,0.05026,0.05634,0.07153,0.05157,-0.1,0.06093,0.0516,0.05068,1.0,1.0
2,2,1,1,3,13,21,9,0,2.87201,2.02488,1154.463,11.047,60.722,1995.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2.20199,2.13965,0.00623,2.53225,2.4171,0.01151,2.40085,2.35338,2.24591,2.16318,0.00827,2.38121,2.14448,2.19799,2.45367,2.93178,2.16851,-0.08911,2.32356,2.14366,2.13333,1.0,0.891
1,2,1,1,5,14,5,8,0,293.24914,270.82438,1847.617,22.849,66.982,1989.728,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,1,1,0,3,1.0,0,0.0494,0.04878,6e-05,0.05623,0.05496,0.00013,0.05873,0.0597,0.05294,0.05198,0.0001,0.05543,0.04808,0.04836,0.05446,0.07166,0.05043,-0.1,0.05922,0.04963,0.04805,1.0,1.0
2,1,1,1,3,11,7,7,0,11.85558,7.98058,1859.497,11.119,52.442,1986.929,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.08848,0.0878,7e-05,0.09899,0.09787,0.00011,0.0923,0.10376,0.09215,0.09118,0.0001,0.09622,-0.1,0.08259,0.09076,0.10992,0.09423,0.09804,0.09917,0.09162,-0.1,1.0,1.0
1,2,1,1,10,16,3,4,0,818.30048,784.6847,2284.523,48.057,76.688,1974.229,8,0,0,0,0,0,0,5,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,4,0.0,1,0.01027,0.01022,1e-05,0.01158,0.01148,1e-05,0.01211,0.01222,0.0109,0.01082,1e-05,0.01147,0.00999,0.01008,0.0112,0.01446,0.01052,-0.1,0.01218,0.01033,0.01,1.0,1.0
1,2,1,1,11,18,18,7,0,3.99726,3.87419,1023.0,51.794,93.196,1987.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.37664,1.29318,0.00835,1.70333,1.49845,0.02049,1.85387,1.73139,1.38358,1.25521,0.01284,1.64087,1.29778,1.38838,1.71039,2.54909,1.4521,-0.08865,1.67561,1.27972,1.25439,1.0,0.887
1,1,1,1,10,13,5,1,42,247.06913,236.63047,1855.096,47.794,61.902,1959.707,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0,0,0.04941,0.04877,6e-05,0.05631,0.05501,0.00013,0.05895,0.05933,0.05231,0.05133,0.0001,0.05574,-0.1,0.04852,0.05451,0.07183,0.05065,0.05228,0.05909,0.04955,-0.1,1.0,1.0
2,2,1,1,7,13,1,5,0,145.35797,135.22652,1630.249,31.616,63.505,1977.494,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.0,1.0
1,1,1,2,3,7,2,2,0,2679.03491,2204.39035,4669.574,13.538,31.969,1964.028,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.00012,0.00012,0.0,0.00014,0.00014,0.0,0.00014,0.00014,0.00013,0.00013,0.0,0.00013,-0.1,0.00012,0.00013,0.00017,0.00012,0.00013,0.00014,0.00012,-0.1,1.0,1.0
2,2,1,1,2,5,19,1,3,16.74743,13.24973,1191.708,7.926,22.024,1959.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.59032,1.54927,0.00411,1.75829,1.68551,0.00728,1.76371,1.81503,1.76311,1.70305,0.00601,1.70335,1.54869,1.52088,1.66677,2.10766,1.54985,-0.09239,1.68979,1.52548,1.50476,1.0,0.924
1,1,1,1,11,18,15,6,0,6.53251,6.28741,1237.58,52.409,89.489,1982.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.6529,0.62178,0.00311,0.67206,0.61719,0.00549,0.75849,0.87893,0.69961,0.64709,0.00525,0.67273,-0.0966,0.58448,0.66155,0.975,0.64407,0.75626,0.82393,0.64003,-0.0966,1.0,0.966
1,2,1,1,8,13,3,2,0,5.94661,5.78469,2308.058,39.857,60.131,1965.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.00945,0.0094,0.0,0.01065,0.01056,1e-05,0.01113,0.01123,0.01001,0.00995,1e-05,0.01055,0.00919,0.00928,0.0103,0.01329,0.00968,-0.1,0.01119,0.0095,0.00919,1.0,1.0
1,1,1,1,12,16,4,1,0,0.87269,0.81755,2106.46,59.962,75.183,1960.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.02552,0.02531,2e-05,0.02882,0.02839,4e-05,0.03024,0.03063,0.02708,0.02676,3e-05,0.02858,-0.1,0.02503,0.02793,0.03644,0.02617,0.02713,0.03038,0.02564,-0.1,1.0,1.0
1,1,1,1,5,16,4,10,0,26.68652,24.39014,1996.047,23.836,76.126,1997.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.03213,0.03183,3e-05,0.03629,0.03567,6e-05,0.03817,0.03862,0.03408,0.03361,5e-05,0.03601,-0.1,0.0315,0.03522,0.04611,0.03293,0.03419,0.03834,0.03227,-0.1,1.0,1.0
1,2,1,2,11,13,2,1,262,325.35934,317.3132,4446.609,50.868,64.134,1958.865,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.00012,0.00012,0.0,0.00013,0.00013,0.0,0.00014,0.00014,0.00013,0.00012,0.0,0.00013,0.00012,0.00012,0.00013,0.00016,0.00012,-0.1,0.00014,0.00012,0.00012,1.0,1.0
2,2,1,1,2,8,8,3,0,0.64271,0.43631,1779.706,9.87,35.134,1970.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.11252,0.11148,0.0001,0.12802,0.12626,0.00018,0.12122,0.12637,0.11743,0.11597,0.00015,0.12152,0.10833,0.10621,0.11682,0.14374,0.11031,-0.1,0.12449,0.11495,0.10746,1.0,1.0
1,1,1,1,10,17,12,5,0,42.2026,40.18911,1437.215,48.299,81.676,1978.976,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0,0.22117,0.21357,0.00076,0.24491,0.2302,0.00147,0.26562,0.30046,0.23522,0.22354,0.00117,0.24787,-0.1,0.21114,0.24386,0.34747,0.23752,0.25817,0.27149,0.22935,-0.1,1.0,1.0
2,2,1,1,2,9,5,4,0,0.38877,0.25882,2053.394,9.981,40.189,1975.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.04081,0.0406,2e-05,0.04506,0.04473,3e-05,0.04601,0.04359,0.03713,0.03688,3e-05,0.03948,0.03848,0.03935,0.04082,0.0495,0.04181,-0.1,0.04425,0.0384,0.03742,1.0,1.0
1,2,1,1,3,9,6,3,0,1.89733,1.56886,1767.514,14.893,40.149,1970.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.06959,0.06845,0.00011,0.07879,0.0765,0.00023,0.08284,0.0846,0.07405,0.07228,0.00018,0.07834,0.06798,0.06888,0.07576,0.10262,0.07166,-0.1,0.08175,0.07001,0.06689,1.0,1.0
2,2,1,1,9,17,2,5,0,1.40726,1.29068,2814.136,44.888,80.143,1980.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.00254,0.00254,0.0,0.00287,0.00287,0.0,0.00294,0.00296,0.00267,0.00267,0.0,0.00281,0.00249,0.0025,0.00274,0.00346,0.00262,-0.1,0.00299,0.00256,0.0025,1.0,1.0
1,2,1,3,7,12,2,2,0,17.04107,16.37715,20000.0,34.869,55.137,1965.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2,1,1,1,4,8,9,3,0,31.94798,25.29226,1770.226,16.269,38.334,1967.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.14371,0.14284,9e-05,0.16147,0.15991,0.00016,0.16908,0.17519,0.14507,0.1439,0.00012,0.15822,-0.1,0.1416,0.15861,0.20838,0.15242,0.15433,0.16988,0.14553,-0.1,1.0,1.0
1,2,1,1,8,14,15,5,0,138.24641,134.28703,1243.115,36.394,68.39,1977.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.58758,0.55996,0.00276,0.68941,0.62981,0.00596,0.72959,0.77557,0.65328,0.60699,0.00463,0.68189,0.56107,0.5659,0.67015,0.96976,0.59951,-0.09682,0.73686,0.58696,0.56561,1.0,0.968
1,1,1,1,14,18,5,2,0,21.18275,20.14501,1882.314,68.622,86.691,1963.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.04977,0.04919,6e-05,0.05593,0.05476,0.00012,0.05988,0.05831,0.05164,0.0508,8e-05,0.05537,-0.1,0.05005,0.05549,0.07172,0.05125,0.0519,0.05829,0.05017,-0.1,1.0,1.0
1,1,1,1,2,11,13,9,0,53.68789,41.93776,1435.22,6.681,53.543,1992.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.26969,0.25857,0.00111,0.30248,0.28148,0.0021,0.29993,0.32004,0.27087,0.25527,0.00156,0.28671,-0.1,0.25937,0.28506,0.36942,0.27954,0.27824,0.29766,0.27102,-0.1,1.0,1.0
